type,text
ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :)
ham,Of course. I guess god's just got me on hold right now.
ham,Do you hide anythiing or keeping distance from me
ham,Havent.
spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3
ham,Sorry i din lock my keypad.
ham,Did u got that persons story
ham,Are you planning to come chennai?
spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705
ham,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!
ham,We are okay. Going to sleep now. Later
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
ham,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \"""""
spam,A �400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a �400 reward. Just call 09066380611
ham,Where r e meeting tmr?
ham,Lol yes. But it will add some spice to your day.
ham,Hope you are having a great day.
ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.
ham,"K, I'll work something out"
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04
ham,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age
ham,I cant pick the phone right now. Pls send a message
ham,You call him and tell now infront of them. Call him now.
ham,Ok no prob...
ham,Ladies first and genus second k .
ham,No. Yes please. Been swimming?
ham,Mum not going robinson already.
ham,Ok set let u noe e details later...
ham,Not..tel software name..
ham,I send the print outs da.
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO
ham,"When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born"
ham,"I didnt get ur full msg..sometext is missing, send it again"
ham,"Probably not, I'm almost out of gas and I get some cash tomorrow"
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114"
ham,I forgot 2 ask �_ all smth.. There's a card on da present lei... How? �� all want 2 write smth or sign on it?
ham,I'm leaving my house now.
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text"
ham,�� ready then call me...
ham,Wewa is 130. Iriver 255. All 128 mb.
ham,It is a good thing I'm now getting the connection to bw
ham,Sry da..jst nw only i came to home..
ham,"That's cool he'll be here all night, lemme know when you're around"
ham,Are you staying in town ?
ham,"Haha yeah, 2 oz is kind of a shitload"
ham,Ok u can take me shopping when u get paid =D
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
ham,"Alright we'll bring it to you, see you in like &lt;#&gt; mins"
ham,But pls dont play in others life.
ham,Eatin my lunch...
ham,Hmmm.but you should give it on one day..
ham,"Didn't try, g and I decided not to head out"
ham,Ok no prob
ham,Surly ill give it to you:-) while coming to review.
ham,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies"
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
ham,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.
spam,"URGENT! Your Mobile No 07808726822 was awarded a �2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
ham,A guy who gets used but is too dumb to realize it.
ham,"Okey dokey, i���ll be over in a bit just sorting some stuff out."
ham,Don no da:)whats you plan?
ham,Yes fine
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
ham,I liked the new mobile
ham,Anytime...
ham,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...
ham,Yar but they say got some error.
ham,Hey anyway i have to :-)
ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
ham,Wif my family booking tour package.
ham,"Did you say bold, then torch later. Or one torch and 2bold?"
ham,"Haha awesome, I might need to take you up on that, what you doin tonight?"
ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
ham,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...
ham,Thats cool princess! I will cover your face in hot sticky cum :)
ham,Big brother���s really scraped the barrel with this shower of social misfits
ham,Oops i thk i dun haf enuff... I go check then tell �_..
ham,S:)8 min to go for lunch:)
ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
ham,"K will do, addie &amp; I are doing some art so I'll be here when you get home"
ham,My uncles in Atlanta. Wish you guys a great semester.
ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor..."
ham,Forgot to tell �_ smth.. Can �_ like number the sections so that it's clearer..
ham,"Yup. Anything lor, if u dun wan it's ok..."
ham,"I'm home, my love ... If your still awake ... *loving kiss*"
ham,HELLO PEACH! MY CAKE TASTS LUSH!
spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply"
ham,"There'll be a minor shindig at my place later tonight, you interested?"
ham,Jason says it's cool if we pick some up from his place in like an hour
spam,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call"
ham,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to &lt;#&gt;
ham,I've reached already.
ham,I dont know ask to my brother. Nothing problem some thing that. Just i told .
ham,K:)eng rocking in ashes:)
ham,Wat time r �_ going to xin's hostel?
ham,Good Morning my Dear Shijutta........... Have a great &amp; successful day.
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
ham,Oh k:)after that placement there ah?
ham,"Not for possession, especially not first offense"
ham,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?"
ham,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?
ham,We have pizza if u want
ham,"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\"""""
ham,Many more happy returns of the day. I wish you happy birthday.
ham,Ya very nice. . .be ready on thursday
ham,I am in hospital da. . I will return home in evening
ham,"\Thinking of u ;) x\"""""
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
ham,Orh i tot u say she now still dun believe.
ham,"When you just put in the + sign, choose my number and the pin will show. Right?"
ham,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8
ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx
ham,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to"
spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n
ham,Well boy am I glad G wasted all night at applebees for nothing
spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..
ham,Ok lor... Or u wan me go look 4 u?
ham,U wan 2 haf lunch i'm in da canteen now.
ham,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..
ham,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around"
spam,URGENT! Your Mobile number has been awarded with a �2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
spam,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 �100 cash. Name the NEW US President? txt ans to 80082
ham,I'm home. Doc gave me pain meds says everything is fine.
ham,It's ̩ only $140 ard...�� rest all ard $180 at least...Which is ̩ price 4 ̩ 2 bedrm ($900)
ham,Me too! Have a lovely night xxx
ham,Prepare to be pleasured :)
ham,Hi.:)technical support.providing assistance to us customer through call and email:)
ham,if you text on your way to cup stop that should work. And that should be BUS
ham,Whens your radio show?
spam,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412
ham,I'm not sure if its still available though
ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx
ham,Hi..i got the money da:)
ham,"Hi, Mobile no. &lt;#&gt; has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
ham,Ok then u tell me wat time u coming later lor.
ham,U repeat e instructions again. Wat's e road name of ur house?
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
ham,Quite lor. But dun tell him wait he get complacent...
ham,Sorry completely forgot * will pop em round this week if your still here?
ham,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM
ham,O we cant see if we can join denis and mina? Or does denis want alone time
ham,Sen told that he is going to join his uncle finance in cbe
ham,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke
ham,"Call me, i am senthil from hsbc."
ham,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now."
